profile,memory,condition,trial,session_id,attempt,attempts,infra_retries,returncode,run_status,outcome,success,strategy,turns,reported_duration_s,wall_duration_s,qos_verdict,qos_score,qos_confidence,effect_score,event_db,stdout_path,stderr_path,command
full,off,full_memory-off,1,a0a7aa37,1,1,0,0,completed,max_turns_exceeded,False,co_edca,5,101.0,101.661,,,,-1.0,logs/experiments/probe_full_off_highload_vi_max1/db/full_memory-off.sqlite3,logs/experiments/probe_full_off_highload_vi_max1/raw/full_memory-off/trial_01.stdout.txt,logs/experiments/probe_full_off_highload_vi_max1/raw/full_memory-off/trial_01.stderr.txt,/Users/heyu/Developer/ap/multi_agent_coop/.venv/bin/python run.py --mode ns3 --scene sr --server http://127.0.0.1:5001 --tool-profile full --memory off --acceptance qos --no-dashboard --no-academic-plot --eval-windows off --max-steps 1 --state-wait 3.0 --observation-wait 1.0 --ap-config config/ap_endpoints.json --stream-timeout 180.0
