profile,memory,condition,trial,session_id,attempt,attempts,infra_retries,returncode,run_status,outcome,success,strategy,turns,reported_duration_s,wall_duration_s,qos_verdict,qos_score,qos_confidence,effect_score,event_db,stdout_path,stderr_path,command
none,off,none_memory-off,1,21496abb,1,1,0,0,completed,max_retries_exceeded,False,co_edca,18,231.0,231.492,,,,-1.0,logs/experiments/probe_4profiles_1rep_reset/db/none_memory-off.sqlite3,logs/experiments/probe_4profiles_1rep_reset/raw/none_memory-off/trial_01.stdout.txt,logs/experiments/probe_4profiles_1rep_reset/raw/none_memory-off/trial_01.stderr.txt,/Users/heyu/Developer/ap/multi_agent_coop/.venv/bin/python run.py --mode ns3 --scene sr --server http://127.0.0.1:5001 --tool-profile none --memory off --acceptance qos --no-dashboard --no-academic-plot --eval-windows off --max-steps 4 --state-wait 3.0 --observation-wait 1.0 --ap-config config/ap_endpoints.json --stream-timeout 300.0
none,on,none_memory-on,1,a41156d6,1,1,0,0,completed,max_retries_exceeded,False,co_sr,18,217.0,217.119,degraded,-0.084477,0.4224,-0.084477,logs/experiments/probe_4profiles_1rep_reset/db/none_memory-on.sqlite3,logs/experiments/probe_4profiles_1rep_reset/raw/none_memory-on/trial_01.stdout.txt,logs/experiments/probe_4profiles_1rep_reset/raw/none_memory-on/trial_01.stderr.txt,/Users/heyu/Developer/ap/multi_agent_coop/.venv/bin/python run.py --mode ns3 --scene sr --server http://127.0.0.1:5001 --tool-profile none --memory on --acceptance qos --no-dashboard --no-academic-plot --eval-windows off --max-steps 4 --state-wait 3.0 --observation-wait 1.0 --ap-config config/ap_endpoints.json --stream-timeout 300.0
