profile,memory,condition,trial,session_id,attempt,attempts,infra_retries,returncode,run_status,outcome,success,strategy,turns,reported_duration_s,wall_duration_s,qos_verdict,qos_score,qos_confidence,effect_score,event_db,stdout_path,stderr_path,command
full,off,full_memory-off,1,5f91cfe7,1,1,0,0,completed,max_retries_exceeded,False,co_edca,18,210.0,210.693,neutral,-0.001613,0.75,-0.001613,logs/experiments/probe_full_timeout_fix/db/full_memory-off.sqlite3,logs/experiments/probe_full_timeout_fix/raw/full_memory-off/trial_01.stdout.txt,logs/experiments/probe_full_timeout_fix/raw/full_memory-off/trial_01.stderr.txt,/Users/heyu/Developer/ap/multi_agent_coop/.venv/bin/python run.py --mode ns3 --scene sr --server http://127.0.0.1:5001 --tool-profile full --memory off --acceptance qos --no-dashboard --no-academic-plot --eval-windows off --max-steps 4 --state-wait 3.0 --observation-wait 1.0 --ap-config config/ap_endpoints.json --stream-timeout 300.0
full,on,full_memory-on,1,ae88681c,1,1,0,0,completed,max_retries_exceeded,False,co_edca,12,123.0,123.042,neutral,0.016693,0.75,0.016693,logs/experiments/probe_full_timeout_fix/db/full_memory-on.sqlite3,logs/experiments/probe_full_timeout_fix/raw/full_memory-on/trial_01.stdout.txt,logs/experiments/probe_full_timeout_fix/raw/full_memory-on/trial_01.stderr.txt,/Users/heyu/Developer/ap/multi_agent_coop/.venv/bin/python run.py --mode ns3 --scene sr --server http://127.0.0.1:5001 --tool-profile full --memory on --acceptance qos --no-dashboard --no-academic-plot --eval-windows off --max-steps 4 --state-wait 3.0 --observation-wait 1.0 --ap-config config/ap_endpoints.json --stream-timeout 300.0
